,count,is_written_in_last_month,is_written_in_last_week,max_created_utc,referral_utc,sub_comment_index,time_since_last_post
520010,720,True,True,1469048235,1469109463,3181,61228
520738,2,False,False,1430739397,1453073370,3192,22333973
520743,18,False,False,1474603247,1477410690,3196,2807443
520771,3,False,False,1466010899,1475942578,3207,9931679
520775,1,False,False,1426581864,1454499740,3209,27917876
520776,2,True,True,1451873830,1451940650,3210,66820
520779,51,True,True,1468896319,1469419982,3212,523663
520831,1,False,False,1449130237,1457795203,3216,8664966
520833,1,True,True,1459824612,1459824830,3218,218
520840,54,True,True,1474058057,1474346037,3225,287980
520904,138,True,True,1454794467,1454796899,3239,2432
521059,1,False,False,1462270923,1465210902,3258,2939979
521071,4,True,True,1473787473,1473858744,3272,71271
521076,1,True,True,1457803553,1457887398,3274,83845
521083,18,True,False,1469795234,1471958436,3281,2163202
521113,7,False,False,1477833998,1483071687,3296,5237689
521122,2,True,False,1450217105,1452371551,3299,2154446
521128,11,True,True,1476989537,1477007176,3305,17639
521143,1,True,True,1454639420,1455045027,3310,405607
521146,1,False,False,1454026651,1472027804,3313,18001153
521148,665,True,True,1458679205,1458681159,3315,1954
521814,5,True,True,1450554706,1450936929,3317,382223
521819,1,True,False,1477942679,1479088270,3318,1145591
521822,1,False,False,1447869489,1454535353,3321,6665864
521829,1,True,True,1477962770,1478047795,3328,85025
521839,431,True,True,1476389213,1476825387,3338,436174
522270,1,False,False,1462208190,1475080301,3339,12872111
522274,21,True,False,1469278061,1471678342,3344,2400281
522296,1,True,True,1459181761,1459181946,3346,185
522300,5,True,True,1473431130,1473431271,3350,141
522309,6,True,True,1473706899,1473727870,3356,20971
522315,49,True,True,1482557007,1482557251,3357,244
522366,3,False,False,1468871771,1473010747,3360,4138976
522369,2,True,True,1469290504,1469611875,3361,321371
522376,11,True,True,1453990348,1454521273,3367,530925
0,0,False,False,1460913020,1460913020,1460913020,0
1,0,False,False,1473543486,1473543486,1473543486,0
2,0,False,False,1478549994,1478549994,1478549994,0
3,0,False,False,1478538269,1478538269,1478538269,0
26,0,False,False,1459359586,1459359586,1459359586,0
27,0,False,False,1476523181,1476523181,1476523181,0
28,0,False,False,1479296510,1479296510,1479296510,0
29,0,False,False,1475119363,1475119363,1475119363,0
30,0,False,False,1475103390,1475103390,1475103390,0
33,0,False,False,1452029958,1452029958,1452029958,0
746,0,False,False,1457976364,1457976364,1457976364,0
747,0,False,False,1470849341,1470849341,1470849341,0
749,0,False,False,1474750027,1474750027,1474750027,0
750,0,False,False,1474578847,1474578847,1474578847,0
878,0,False,False,1461794140,1461794140,1461794140,0
879,0,False,False,1480448365,1480448365,1,0
880,0,False,False,1464138969,1464138969,2,0
881,0,False,False,1475937199,1475937199,3,0
882,0,False,False,1476034253,1476034253,5,0
883,0,False,False,1475600789,1475600789,6,0
884,0,False,False,1477094910,1477094910,7,0
885,0,False,False,1456785783,1456785783,8,0
886,0,False,False,1452521258,1452521258,9,0
894,0,False,False,1476235474,1476235474,11,0
895,0,False,False,1474298064,1474298064,12,0
896,0,False,False,1474298649,1474298649,13,0
897,0,False,False,1479853719,1479853719,14,0
898,0,False,False,1452867133,1452867133,15,0
1626,0,False,False,1473868867,1473868867,18,0
1627,0,False,False,1474143156,1474143156,19,0
1628,0,False,False,1475456908,1475456908,20,0
1630,0,False,False,1478603688,1478603688,22,0
1631,0,False,False,1473575346,1473575346,23,0
35434,0,False,False,1475812572,1475812572,25,0
35435,0,False,False,1481378604,1481378604,26,0
35436,0,False,False,1480467515,1480467515,29,0
35437,0,False,False,1461707961,1461707961,30,0
35443,0,False,False,1474768733,1474768733,32,0
35444,0,False,False,1473946052,1473946052,34,0
35446,0,False,False,1457717655,1457717655,36,0
35447,0,False,False,1468610191,1468610191,38,0
35448,0,False,False,1467110681,1467110681,39,0
35449,0,False,False,1480021020,1480021020,40,0
35450,0,False,False,1462663436,1462663436,41,0
35451,0,False,False,1481374617,1481374617,42,0
35454,0,False,False,1479912433,1479912433,46,0
35455,0,False,False,1471872805,1471872805,47,0
35456,0,False,False,1459719292,1459719292,48,0
35457,0,False,False,1467341649,1467341649,49,0
35458,0,False,False,1472737179,1472737179,50,0
35459,0,False,False,1471047401,1471047401,51,0
35460,0,False,False,1480439987,1480439987,52,0
35461,0,False,False,1477565791,1477565791,53,0
35462,0,False,False,1479833243,1479833243,54,0
35463,0,False,False,1477594848,1477594848,55,0
35642,0,False,False,1480203745,1480203745,58,0
35643,0,False,False,1457960729,1457960729,59,0
35644,0,False,False,1452112933,1452112933,60,0
35645,0,False,False,1476979019,1476979019,61,0
38639,0,False,False,1476301617,1476301617,63,0
40300,0,False,False,1471662365,1471662365,69,0
41012,0,False,False,1478871167,1478871167,71,0
41013,0,False,False,1463463184,1463463184,72,0
41014,0,False,False,1480529471,1480529471,74,0
41015,0,False,False,1473783808,1473783808,75,0
41016,0,False,False,1479754539,1479754539,77,0
41017,0,False,False,1457042896,1457042896,78,0
41028,0,False,False,1480223883,1480223883,80,0
41029,0,False,False,1480244267,1480244267,82,0
41030,0,False,False,1450989728,1450989728,83,0
41031,0,False,False,1476388555,1476388555,84,0
41032,0,False,False,1468426649,1468426649,85,0
41033,0,False,False,1477586754,1477586754,86,0
41034,0,False,False,1479895386,1479895386,87,0
41042,0,False,False,1475677906,1475677906,89,0
41043,0,False,False,1480125631,1480125631,90,0
41044,0,False,False,1475131341,1475131341,91,0
41045,0,False,False,1472602957,1472602957,93,0
41056,0,False,False,1479816193,1479816193,95,0
41059,0,False,False,1473432492,1473432492,97,0
41060,0,False,False,1457044594,1457044594,98,0
41061,0,False,False,1479482166,1479482166,101,0
41062,0,False,False,1466347377,1466347377,102,0
41063,0,False,False,1472465248,1472465248,103,0
41064,0,False,False,1472617052,1472617052,104,0
41082,0,False,False,1478779275,1478779275,106,0
41109,0,False,False,1470879400,1470879400,110,0
41110,0,False,False,1476136596,1476136596,111,0
42519,0,False,False,1480513327,1480513327,114,0
42567,0,False,False,1461782613,1461782613,118,0
42641,0,False,False,1468506820,1468506820,120,0
42642,0,False,False,1456940377,1456940377,121,0
42643,0,False,False,1476978901,1476978901,122,0
42644,0,False,False,1471549603,1471549603,123,0
42646,0,False,False,1456371713,1456371713,125,0
42648,0,False,False,1476923562,1476923562,130,0
42649,0,False,False,1472414234,1472414234,131,0
42650,0,False,False,1474748965,1474748965,132,0
42651,0,False,False,1474635177,1474635177,133,0
42652,0,False,False,1478709875,1478709875,134,0
42653,0,False,False,1464879670,1464879670,135,0
42654,0,False,False,1472249505,1472249505,136,0
42655,0,False,False,1475700664,1475700664,137,0
42656,0,False,False,1474540926,1474540926,138,0
43415,0,False,False,1479911461,1479911461,140,0
43416,0,False,False,1460893215,1460893215,141,0
43417,0,False,False,1471691892,1471691892,142,0
43418,0,False,False,1480010928,1480010928,143,0
43419,0,False,False,1478955688,1478955688,144,0
43420,0,False,False,1455669814,1455669814,145,0
43433,0,False,False,1466621157,1466621157,147,0
44009,0,False,False,1478102611,1478102611,151,0
44013,0,False,False,1453386668,1453386668,155,0
44014,0,False,False,1479922051,1479922051,158,0
44015,0,False,False,1476166383,1476166383,159,0
44028,0,False,False,1469931800,1469931800,165,0
44029,0,False,False,1480349450,1480349450,166,0
44030,0,False,False,1478616705,1478616705,167,0
44481,0,False,False,1457039684,1457039684,170,0
44482,0,False,False,1477945680,1477945680,171,0
44483,0,False,False,1480385477,1480385477,172,0
44486,0,False,False,1453177831,1453177831,174,0
44487,0,False,False,1479661847,1479661847,175,0
44488,0,False,False,1454521197,1454521197,176,0
44489,0,False,False,1476823793,1476823793,177,0
44490,0,False,False,1480393079,1480393079,178,0
44491,0,False,False,1478277476,1478277476,179,0
44492,0,False,False,1478107362,1478107362,181,0
45095,0,False,False,1472606938,1472606938,183,0
45096,0,False,False,1470281304,1470281304,184,0
47811,0,False,False,1472203637,1472203637,188,0
47812,0,False,False,1477886534,1477886534,189,0
47813,0,False,False,1479741465,1479741465,190,0
47814,0,False,False,1480293872,1480293872,191,0
47815,0,False,False,1479940151,1479940151,192,0
47817,0,False,False,1462639233,1462639233,194,0
47826,0,False,False,1479397805,1479397805,196,0
47827,0,False,False,1470668947,1470668947,198,0
47828,0,False,False,1475931721,1475931721,199,0
47829,0,False,False,1466402980,1466402980,201,0
47830,0,False,False,1453901735,1453901735,202,0
47831,0,False,False,1450038090,1450038090,203,0
47832,0,False,False,1452859784,1452859784,204,0
47833,0,False,False,1475878141,1475878141,205,0
47834,0,False,False,1472396593,1472396593,207,0
47835,0,False,False,1477801854,1477801854,209,0
47837,0,False,False,1478199047,1478199047,211,0
47838,0,False,False,1457704941,1457704941,212,0
47839,0,False,False,1474290475,1474290475,214,0
47853,0,False,False,1476900999,1476900999,217,0
47854,0,False,False,1478184777,1478184777,219,0
47855,0,False,False,1477822418,1477822418,220,0
47856,0,False,False,1472810048,1472810048,221,0
47857,0,False,False,1455928678,1455928678,222,0
47858,0,False,False,1476963357,1476963357,223,0
47861,0,False,False,1474310174,1474310174,225,0
47862,0,False,False,1474001471,1474001471,226,0
47863,0,False,False,1475549072,1475549072,227,0
47893,0,False,False,1477655709,1477655709,229,0
47894,0,False,False,1474224488,1474224488,230,0
47897,0,False,False,1466464401,1466464401,232,0
47898,0,False,False,1477555592,1477555592,233,0
47899,0,False,False,1473967774,1473967774,234,0
48311,0,False,False,1453736559,1453736559,236,0
48312,0,False,False,1478458177,1478458177,238,0
48327,0,False,False,1479769292,1479769292,240,0
48365,0,False,False,1480064067,1480064067,243,0
48366,0,False,False,1475700087,1475700087,244,0
48367,0,False,False,1474630966,1474630966,246,0
48368,0,False,False,1467867768,1467867768,247,0
48369,0,False,False,1479915714,1479915714,249,0
48374,0,False,False,1476277764,1476277764,252,0
48375,0,False,False,1473592113,1473592113,253,0
51095,0,False,False,1468541625,1468541625,257,0
51096,0,False,False,1480029368,1480029368,258,0
51098,0,False,False,1455370903,1455370903,261,0
51099,0,False,False,1479764391,1479764391,262,0
51100,0,False,False,1453684149,1453684149,263,0
51109,0,False,False,1480150769,1480150769,265,0
51111,0,False,False,1478522231,1478522231,267,0
51112,0,False,False,1466013301,1466013301,268,0
51113,0,False,False,1472833111,1472833111,270,0
51114,0,False,False,1471210702,1471210702,271,0
51115,0,False,False,1471028604,1471028604,272,0
51116,0,False,False,1469928138,1469928138,273,0
51117,0,False,False,1456744242,1456744242,274,0
51118,0,False,False,1480280208,1480280208,275,0
51799,0,False,False,1476812371,1476812371,277,0
51800,0,False,False,1456513244,1456513244,278,0
51801,0,False,False,1479759586,1479759586,279,0
51802,0,False,False,1466569686,1466569686,280,0
51803,0,False,False,1450127070,1450127070,281,0
51804,0,False,False,1475907165,1475907165,282,0
51805,0,False,False,1479409062,1479409062,283,0
51806,0,False,False,1473942216,1473942216,284,0
51857,0,False,False,1460210101,1460210101,290,0
51863,0,False,False,1468543443,1468543443,293,0
51869,0,False,False,1473226532,1473226532,297,0
51870,0,False,False,1475621728,1475621728,298,0
51871,0,False,False,1480895868,1480895868,300,0
52561,0,False,False,1477077593,1477077593,302,0
52562,0,False,False,1477012247,1477012247,303,0
52563,0,False,False,1479180625,1479180625,304,0
52564,0,False,False,1459789799,1459789799,305,0
52565,0,False,False,1480173461,1480173461,306,0
52566,0,False,False,1475820876,1475820876,307,0
52567,0,False,False,1475820876,1475820876,308,0
52569,0,False,False,1475415029,1475415029,310,0
52570,0,False,False,1459581275,1459581275,311,0
52571,0,False,False,1479144903,1479144903,312,0
52572,0,False,False,1475169298,1475169298,313,0
52584,0,False,False,1461196422,1461196422,316,0
52585,0,False,False,1464613982,1464613982,317,0
52586,0,False,False,1470817253,1470817253,318,0
52587,0,False,False,1470817253,1470817253,319,0
52588,0,False,False,1453318572,1453318572,320,0
52589,0,False,False,1482023680,1482023680,321,0
52590,0,False,False,1480378894,1480378894,323,0
52591,0,False,False,1480453967,1480453967,324,0
52592,0,False,False,1474589422,1474589422,325,0
52598,0,False,False,1471801504,1471801504,327,0
52599,0,False,False,1454201657,1454201657,328,0
52600,0,False,False,1468503436,1468503436,329,0
52604,0,False,False,1478163502,1478163502,331,0
52605,0,False,False,1452801063,1452801063,332,0
52606,0,False,False,1464207608,1464207608,333,0
52609,0,False,False,1469069883,1469069883,337,0
52610,0,False,False,1476145395,1476145395,338,0
52611,0,False,False,1475008828,1475008828,340,0
52612,0,False,False,1480519444,1480519444,341,0
52613,0,False,False,1461620937,1461620937,343,0
52614,0,False,False,1467899585,1467899585,344,0
52615,0,False,False,1482016753,1482016753,345,0
55674,0,False,False,1470437735,1470437735,347,0
55675,0,False,False,1476620591,1476620591,349,0
55676,0,False,False,1476133998,1476133998,350,0
55677,0,False,False,1478869361,1478869361,351,0
55678,0,False,False,1467086043,1467086043,352,0
55679,0,False,False,1467668767,1467668767,353,0
55680,0,False,False,1468357717,1468357717,355,0
55681,0,False,False,1477153117,1477153117,356,0
55684,0,False,False,1450052916,1450052916,358,0
55685,0,False,False,1452686758,1452686758,359,0
55686,0,False,False,1481407682,1481407682,360,0
55687,0,False,False,1470187904,1470187904,362,0
55688,0,False,False,1456323701,1456323701,364,0
55689,0,False,False,1449003525,1449003525,369,0
55690,0,False,False,1481741524,1481741524,370,0
55691,0,False,False,1477017465,1477017465,371,0
55692,0,False,False,1481142077,1481142077,372,0
55693,0,False,False,1464626797,1464626797,374,0
55733,0,False,False,1478490820,1478490820,379,0
55745,0,False,False,1450499494,1450499494,381,0
55746,0,False,False,1478008680,1478008680,382,0
55747,0,False,False,1472597914,1472597914,383,0
55748,0,False,False,1478416916,1478416916,384,0
55749,0,False,False,1483093271,1483093271,385,0
55750,0,False,False,1467019042,1467019042,386,0
55751,0,False,False,1473071288,1473071288,387,0
55752,0,False,False,1452480304,1452480304,388,0
55753,0,False,False,1477757101,1477757101,389,0
55754,0,False,False,1461859325,1461859325,390,0
55755,0,False,False,1464777744,1464777744,391,0
55756,0,False,False,1472478771,1472478771,392,0
55757,0,False,False,1452713457,1452713457,393,0
55758,0,False,False,1455298112,1455298112,394,0
55759,0,False,False,1479796934,1479796934,396,0
55760,0,False,False,1474293121,1474293121,397,0
55761,0,False,False,1480354273,1480354273,398,0
55762,0,False,False,1471359105,1471359105,399,0
55763,0,False,False,1464036365,1464036365,401,0
55764,0,False,False,1462423886,1462423886,404,0
55765,0,False,False,1454980509,1454980509,405,0
55766,0,False,False,1452030751,1452030751,407,0
55768,0,False,False,1465257352,1465257352,409,0
55769,0,False,False,1481429363,1481429363,410,0
55770,0,False,False,1469313289,1469313289,411,0
55771,0,False,False,1468809773,1468809773,413,0
55772,0,False,False,1466416898,1466416898,414,0
55773,0,False,False,1450319708,1450319708,417,0
55774,0,False,False,1474631645,1474631645,418,0
55775,0,False,False,1472207283,1472207283,419,0
55776,0,False,False,1449505341,1449505341,420,0
55777,0,False,False,1462241413,1462241413,421,0
55779,0,False,False,1449689892,1449689892,423,0
55780,0,False,False,1451775344,1451775344,424,0
55781,0,False,False,1477593221,1477593221,425,0
55782,0,False,False,1477593221,1477593221,426,0
55808,0,False,False,1449921950,1449921950,429,0
55810,0,False,False,1466477138,1466477138,431,0
55811,0,False,False,1476226430,1476226430,432,0
55812,0,False,False,1454632689,1454632689,435,0
55813,0,False,False,1456012652,1456012652,436,0
85226,0,False,False,1481130887,1481130887,438,0
85227,0,False,False,1460970260,1460970260,439,0
85228,0,False,False,1465770905,1465770905,440,0
85229,0,False,False,1463498797,1463498797,441,0
85230,0,False,False,1451758594,1451758594,443,0
85231,0,False,False,1458151785,1458151785,444,0
85232,0,False,False,1479338680,1479338680,445,0
85238,0,False,False,1466132441,1466132441,448,0
85239,0,False,False,1456257571,1456257571,449,0
85240,0,False,False,1478246747,1478246747,450,0
85241,0,False,False,1464718558,1464718558,451,0
85242,0,False,False,1472485343,1472485343,452,0
141290,0,False,False,1456570580,1456570580,454,0
141291,0,False,False,1458152873,1458152873,455,0
141469,0,False,False,1462986393,1462986393,457,0
141470,0,False,False,1469029239,1469029239,458,0
141471,0,False,False,1454010632,1454010632,459,0
141472,0,False,False,1476829226,1476829226,460,0
141473,0,False,False,1474310700,1474310700,463,0
141475,0,False,False,1470003609,1470003609,467,0
141476,0,False,False,1474301373,1474301373,468,0
141477,0,False,False,1462383464,1462383464,469,0
141478,0,False,False,1460565960,1460565960,470,0
141479,0,False,False,1475000142,1475000142,471,0
141480,0,False,False,1462830281,1462830281,472,0
141481,0,False,False,1470325959,1470325959,473,0
141482,0,False,False,1477526732,1477526732,474,0
141483,0,False,False,1456845768,1456845768,475,0
141484,0,False,False,1474731999,1474731999,476,0
141485,0,False,False,1466434403,1466434403,477,0
141486,0,False,False,1474744805,1474744805,478,0
141487,0,False,False,1450981303,1450981303,479,0
141488,0,False,False,1470295643,1470295643,480,0
141489,0,False,False,1470295643,1470295643,481,0
141490,0,False,False,1481193295,1481193295,483,0
141491,0,False,False,1460655657,1460655657,484,0
141492,0,False,False,1468822594,1468822594,485,0
141493,0,False,False,1462565343,1462565343,486,0
141494,0,False,False,1471520552,1471520552,487,0
141495,0,False,False,1455397206,1455397206,488,0
141496,0,False,False,1480512836,1480512836,489,0
141497,0,False,False,1450755464,1450755464,490,0
141498,0,False,False,1456854316,1456854316,491,0
141499,0,False,False,1451347190,1451347190,492,0
141500,0,False,False,1462885392,1462885392,493,0
141501,0,False,False,1474714495,1474714495,495,0
141506,0,False,False,1469053080,1469053080,497,0
141508,0,False,False,1462127719,1462127719,499,0
141511,0,False,False,1478375561,1478375561,503,0
141513,0,False,False,1453469719,1453469719,505,0
141514,0,False,False,1462798043,1462798043,506,0
141515,0,False,False,1454888923,1454888923,507,0
141516,0,False,False,1458138800,1458138800,508,0
141517,0,False,False,1464595607,1464595607,509,0
141518,0,False,False,1451368454,1451368454,510,0
141519,0,False,False,1449512205,1449512205,511,0
141520,0,False,False,1462204109,1462204109,512,0
141521,0,False,False,1461828141,1461828141,515,0
141527,0,False,False,1472013547,1472013547,517,0
141528,0,False,False,1472338989,1472338989,518,0
141529,0,False,False,1471396676,1471396676,519,0
141530,0,False,False,1459296168,1459296168,520,0
141531,0,False,False,1467784503,1467784503,522,0
141532,0,False,False,1449150719,1449150719,523,0
141553,0,False,False,1452050710,1452050710,525,0
141554,0,False,False,1462038147,1462038147,526,0
141555,0,False,False,1479397503,1479397503,528,0
141907,0,False,False,1474482365,1474482365,531,0
141908,0,False,False,1467321867,1467321867,532,0
141938,0,False,False,1456446728,1456446728,535,0
141940,0,False,False,1470379569,1470379569,537,0
141941,0,False,False,1480934816,1480934816,538,0
141942,0,False,False,1478854762,1478854762,540,0
141943,0,False,False,1464325578,1464325578,541,0
141944,0,False,False,1453769148,1453769148,542,0
141945,0,False,False,1456544774,1456544774,543,0
141946,0,False,False,1452647427,1452647427,544,0
141947,0,False,False,1473819749,1473819749,545,0
141948,0,False,False,1465233079,1465233079,546,0
141949,0,False,False,1469920707,1469920707,547,0
141950,0,False,False,1473878461,1473878461,548,0
141951,0,False,False,1471971310,1471971310,549,0
141954,0,False,False,1472600344,1472600344,551,0
141955,0,False,False,1455131111,1455131111,553,0
141956,0,False,False,1473367691,1473367691,555,0
141982,0,False,False,1465269688,1465269688,557,0
141983,0,False,False,1455044315,1455044315,558,0
141984,0,False,False,1479929339,1479929339,559,0
141985,0,False,False,1450561414,1450561414,561,0
141998,0,False,False,1477590157,1477590157,563,0
141999,0,False,False,1464632265,1464632265,566,0
142000,0,False,False,1466803258,1466803258,567,0
142001,0,False,False,1468894945,1468894945,568,0
142002,0,False,False,1466527248,1466527248,569,0
142003,0,False,False,1478830936,1478830936,570,0
142004,0,False,False,1478830936,1478830936,571,0
142005,0,False,False,1467671646,1467671646,572,0
142006,0,False,False,1477977618,1477977618,573,0
142007,0,False,False,1473713137,1473713137,574,0
142009,0,False,False,1463779821,1463779821,576,0
142010,0,False,False,1458927760,1458927760,578,0
142011,0,False,False,1472396566,1472396566,579,0
142012,0,False,False,1456518371,1456518371,580,0
142013,0,False,False,1467843440,1467843440,581,0
142014,0,False,False,1466214604,1466214604,582,0
142015,0,False,False,1455648701,1455648701,583,0
142016,0,False,False,1471092973,1471092973,584,0
142017,0,False,False,1478638803,1478638803,586,0
142018,0,False,False,1469000250,1469000250,587,0
142020,0,False,False,1456238106,1456238106,589,0
142900,0,False,False,1451159586,1451159586,591,0
142901,0,False,False,1470294033,1470294033,592,0
142902,0,False,False,1470294033,1470294033,593,0
142903,0,False,False,1466572637,1466572637,594,0
142904,0,False,False,1473697050,1473697050,595,0
142905,0,False,False,1482265400,1482265400,596,0
142906,0,False,False,1452111889,1452111889,597,0
142907,0,False,False,1477439795,1477439795,598,0
142908,0,False,False,1477136880,1477136880,599,0
142909,0,False,False,1479733780,1479733780,600,0
142913,0,False,False,1455367517,1455367517,602,0
142914,0,False,False,1470731446,1470731446,603,0
142915,0,False,False,1470731446,1470731446,604,0
142916,0,False,False,1470729984,1470729984,605,0
142917,0,False,False,1470729984,1470729984,606,0
142918,0,False,False,1463882951,1463882951,607,0
142919,0,False,False,1474451264,1474451264,608,0
142920,0,False,False,1449951822,1449951822,609,0
142921,0,False,False,1467010868,1467010868,610,0
142922,0,False,False,1473553562,1473553562,611,0
142930,0,False,False,1480810888,1480810888,613,0
142931,0,False,False,1477945375,1477945375,614,0
142932,0,False,False,1449551539,1449551539,615,0
142933,0,False,False,1482799641,1482799641,616,0
215992,0,False,False,1451952280,1451952280,618,0
215994,0,False,False,1453435876,1453435876,620,0
215995,0,False,False,1461098644,1461098644,621,0
215996,0,False,False,1451676280,1451676280,624,0
216002,0,False,False,1472564888,1472564888,626,0
216003,0,False,False,1473189048,1473189048,627,0
216004,0,False,False,1467818201,1467818201,628,0
216006,0,False,False,1460151614,1460151614,630,0
216007,0,False,False,1468123352,1468123352,631,0
216008,0,False,False,1456288616,1456288616,633,0
216009,0,False,False,1463542009,1463542009,634,0
216010,0,False,False,1450986011,1450986011,635,0
216011,0,False,False,1460651184,1460651184,636,0
216012,0,False,False,1449614843,1449614843,637,0
216013,0,False,False,1459934303,1459934303,638,0
216015,0,False,False,1468929381,1468929381,640,0
216016,0,False,False,1465918874,1465918874,641,0
216017,0,False,False,1475658005,1475658005,642,0
216018,0,False,False,1471359280,1471359280,643,0
216019,0,False,False,1473263162,1473263162,644,0
216087,0,False,False,1474301210,1474301210,646,0
216088,0,False,False,1474357827,1474357827,647,0
216089,0,False,False,1474357827,1474357827,648,0
216090,0,False,False,1474906808,1474906808,649,0
216098,0,False,False,1454949854,1454949854,651,0
216099,0,False,False,1474233320,1474233320,652,0
216100,0,False,False,1457368352,1457368352,653,0
216101,0,False,False,1479701350,1479701350,654,0
216102,0,False,False,1461812959,1461812959,655,0
216106,0,False,False,1469142253,1469142253,658,0
216107,0,False,False,1454675735,1454675735,659,0
216117,0,False,False,1462284103,1462284103,661,0
216118,0,False,False,1469734335,1469734335,662,0
216125,0,False,False,1463258002,1463258002,664,0
216126,0,False,False,1474981023,1474981023,665,0
216127,0,False,False,1454337481,1454337481,666,0
216128,0,False,False,1478975512,1478975512,667,0
216129,0,False,False,1468192080,1468192080,668,0
216130,0,False,False,1454947291,1454947291,669,0
216131,0,False,False,1461273806,1461273806,670,0
216132,0,False,False,1452551198,1452551198,671,0
216133,0,False,False,1468500027,1468500027,672,0
216134,0,False,False,1455288982,1455288982,673,0
216145,0,False,False,1453820231,1453820231,675,0
216146,0,False,False,1474157851,1474157851,676,0
216147,0,False,False,1474157851,1474157851,677,0
216155,0,False,False,1457952429,1457952429,683,0
216156,0,False,False,1474667066,1474667066,685,0
216170,0,False,False,1455135714,1455135714,688,0
216171,0,False,False,1468272854,1468272854,689,0
216172,0,False,False,1452366791,1452366791,690,0
216173,0,False,False,1481842135,1481842135,691,0
216174,0,False,False,1473453424,1473453424,692,0
216175,0,False,False,1477662022,1477662022,693,0
216176,0,False,False,1477231499,1477231499,695,0
216177,0,False,False,1475414078,1475414078,696,0
216178,0,False,False,1476529047,1476529047,697,0
216179,0,False,False,1475414161,1475414161,698,0
216180,0,False,False,1459478138,1459478138,700,0
216181,0,False,False,1477122086,1477122086,701,0
216182,0,False,False,1472108811,1472108811,702,0
216183,0,False,False,1461214603,1461214603,703,0
216184,0,False,False,1457716963,1457716963,704,0
216185,0,False,False,1460059384,1460059384,705,0
216186,0,False,False,1477344408,1477344408,707,0
216187,0,False,False,1460162273,1460162273,708,0
216188,0,False,False,1469366962,1469366962,709,0
216189,0,False,False,1457466435,1457466435,710,0
216281,0,False,False,1472961143,1472961143,712,0
216289,0,False,False,1458248314,1458248314,714,0
216290,0,False,False,1455435249,1455435249,715,0
216291,0,False,False,1451748898,1451748898,716,0
216292,0,False,False,1467841632,1467841632,717,0
216293,0,False,False,1454179746,1454179746,718,0
216294,0,False,False,1461697995,1461697995,719,0
216295,0,False,False,1483061731,1483061731,720,0
216296,0,False,False,1467130110,1467130110,721,0
216297,0,False,False,1482097607,1482097607,723,0
216298,0,False,False,1462523483,1462523483,724,0
216299,0,False,False,1462523483,1462523483,725,0
216300,0,False,False,1451390266,1451390266,727,0
216301,0,False,False,1477928394,1477928394,728,0
216302,0,False,False,1472503532,1472503532,729,0
216303,0,False,False,1468949603,1468949603,730,0
216304,0,False,False,1451878746,1451878746,731,0
216305,0,False,False,1474063442,1474063442,732,0
216306,0,False,False,1474063442,1474063442,733,0
216422,0,False,False,1451431874,1451431874,735,0
216423,0,False,False,1477875768,1477875768,736,0
216424,0,False,False,1458534284,1458534284,737,0
216425,0,False,False,1478704990,1478704990,738,0
216426,0,False,False,1482572972,1482572972,739,0
216427,0,False,False,1455645554,1455645554,740,0
216428,0,False,False,1471803959,1471803959,741,0
216448,0,False,False,1471994850,1471994850,743,0
216449,0,False,False,1457524833,1457524833,744,0
216450,0,False,False,1474124882,1474124882,745,0
216451,0,False,False,1467281596,1467281596,746,0
216454,0,False,False,1461867810,1461867810,748,0
216455,0,False,False,1473281816,1473281816,749,0
216456,0,False,False,1454437098,1454437098,750,0
216457,0,False,False,1457058140,1457058140,751,0
216462,0,False,False,1464657609,1464657609,753,0
216464,0,False,False,1463029689,1463029689,756,0
216465,0,False,False,1478114235,1478114235,758,0
216480,0,False,False,1480542720,1480542720,760,0
216481,0,False,False,1471478674,1471478674,761,0
216482,0,False,False,1462209230,1462209230,762,0
216483,0,False,False,1461980508,1461980508,763,0
216484,0,False,False,1451999204,1451999204,764,0
216485,0,False,False,1463871870,1463871870,765,0
216486,0,False,False,1467903457,1467903457,766,0
216487,0,False,False,1467784638,1467784638,767,0
216527,0,False,False,1462362301,1462362301,769,0
216528,0,False,False,1477784300,1477784300,770,0
216549,0,False,False,1456034226,1456034226,772,0
216550,0,False,False,1463748228,1463748228,773,0
216551,0,False,False,1459102616,1459102616,774,0
216552,0,False,False,1452799413,1452799413,775,0
216555,0,False,False,1475186672,1475186672,777,0
216568,0,False,False,1468248040,1468248040,780,0
216569,0,False,False,1470295893,1470295893,781,0
216570,0,False,False,1470295893,1470295893,782,0
216571,0,False,False,1478476494,1478476494,783,0
216572,0,False,False,1482878812,1482878812,784,0
216578,0,False,False,1453106012,1453106012,786,0
216587,0,False,False,1483232096,1483232096,789,0
216598,0,False,False,1472240383,1472240383,793,0
216601,0,False,False,1467050670,1467050670,795,0
216602,0,False,False,1449186173,1449186173,796,0
216603,0,False,False,1457007806,1457007806,797,0
216604,0,False,False,1450716347,1450716347,799,0
216605,0,False,False,1469212639,1469212639,800,0
216606,0,False,False,1450656578,1450656578,801,0
216607,0,False,False,1454943451,1454943451,802,0
216608,0,False,False,1468900940,1468900940,803,0
216609,0,False,False,1467819584,1467819584,804,0
216610,0,False,False,1483107429,1483107429,805,0
216611,0,False,False,1460966858,1460966858,806,0
216612,0,False,False,1456433071,1456433071,807,0
