,comment_id,treated,nltk_com_sen_pos,nltk_com_sen_neg,nltk_com_sen_neutral,nltk_sub_sen_pos,nltk_sub_sen_neg,nltk_sub_sen_neutral,nltk_title_sen_pos,nltk_title_sen_neg,nltk_title_sen_neutral,nltk_sim_sen,percent_adj,topic_model_0,topic_model_1,topic_model_2,topic_model_3,topic_model_4,topic_model_5,topic_model_6,topic_model_7,topic_model_8,topic_model_9,topic_model_10,topic_model_11,topic_model_12,topic_model_13,topic_model_14,Unnamed: 0_y,submmiter_commenter_tfidf_cos_sim,delta,comment_depth,commenter_number_submission,submitter_number_submission,number_of_comments_in_tree_from_submitter,number_of_respond_by_submitter_total,respond_to_comment_user_responses_ratio,submitter_seniority_days,is_first_comment_in_tree,commenter_number_comment,submitter_number_comment,number_of_comments_in_tree_by_comment_user,number_of_respond_by_submitter,respond_to_comment_user_all_ratio,respond_total_ratio,commenter_seniority_days,time_ratio,comment_len,submission_len,title_len,time_between_messages,time_until_first_comment,time_between_comment_first_comment
99,dtwa6ly,1.0,0.071,0.06,0.8690000000000001,0.14,0.068,0.792,0.0,0.252,0.748,0.9955412819640564,0.12,0.013016834855079651,0.0006472499226219952,0.0006472510285675527,0.0006472513196058571,0.06505957245826721,0.5469398498535156,0.0006472498062066734,0.284862220287323,0.01847834698855877,0.0006472502136602997,0.040708325803279884,0.011708520352840424,0.0006472510285675527,0.014695582911372185,0.0006472498644143343,100,0.623181863214,1,4,0,29,20,20,0.1,1132,0,903,532,2,2,0.023809523809523808,0.2380952380952381,686,0.036337727110794436,1163,2856,72,3.07,408.0,10820.0
100,dtwclvp,0.0,0.146,0.135,0.72,0.14,0.068,0.792,0.0,0.252,0.748,0.9949529742141509,0.0748663101604278,0.0003642990777734667,0.010121889412403108,0.009468966163694859,0.18595007061958316,0.012302043847739695,0.6128088235855103,0.01407369878143072,0.0105924429371953,0.00036429945612326254,0.0003642989613581449,0.1008969098329544,0.00036429916508495813,0.0003642993106041104,0.041599344462156296,0.0003642991068772972,101,0.532257670123,1,4,0,29,25,25,0.08,1132,0,36,537,2,2,0.023809523809523808,0.2976190476190476,271,0.03029852963017971,1948,2856,72,3.44,408.0,13058.0
101,dtwa5t5,0.0,0.125,0.066,0.81,0.14,0.068,0.792,0.0,0.252,0.748,0.9997550066312454,0.08695652173913042,0.0011111119529232383,0.0011111120693385599,0.0011111123021692038,0.0763421580195427,0.0011111133499071002,0.8497992157936096,0.0011111125349998474,0.028040600940585136,0.0011111128842458131,0.0011111149797216056,0.0011111143976449966,0.0011111125349998474,0.0011111130006611347,0.0011111135827377439,0.03359578922390938,102,0.560234052807,1,4,1,29,20,20,0.1,1132,0,235,532,2,2,0.023809523809523808,0.2380952380952381,789,0.03640256959314775,690,2856,72,3.06,408.0,10800.0
102,dtw9jor,0.0,0.172,0.039,0.789,0.14,0.068,0.792,0.0,0.252,0.748,0.9985654499866355,0.09732824427480916,0.0002614383120089769,0.0002614380791783333,0.035705465823411935,0.0002614386903587729,0.00026143851573579013,0.8213127851486206,0.0002614383120089769,0.0581427626311779,0.000261438253801316,0.0002614409604575485,0.06772585213184358,0.0002614380791783333,0.00026143912691622967,0.008643408305943012,0.0061168032698333255,103,0.399371275362,1,6,0,29,19,19,0.10526315789473684,1132,0,18,531,3,2,0.023809523809523808,0.2261904761904762,690,0.038331454340473504,2741,2856,72,2.57,408.0,10236.0
103,dpbf7gz,1.0,0.121,0.114,0.7659999999999999,0.22399999999999998,0.017,0.76,0.306,0.0,0.6940000000000001,0.9839189862954318,0.0945945945945946,0.20544368028640747,0.005634103901684284,0.00014306174125522375,0.10549911856651306,0.0001430618140147999,0.041214846074581146,0.00014306168304756284,0.07923448830842973,0.003179875435307622,0.002894082572311163,0.4771721661090851,0.00014306169759947807,0.007227140478789806,0.00014306175580713898,0.07178521901369095,104,0.274473180784,1,0,0,1,0,0,0.0,150,1,7,0,0,0,0.0,0.0,464,0.4267259198015709,4480,626,43,2.41,4129.0,5547.0
104,cm8c8yx,0.0,0.126,0.023,0.851,0.134,0.126,0.74,0.0,0.0,1.0,0.9898076077635166,0.0950413223140496,0.0005012540495954454,0.0005012552719563246,0.13976120948791504,0.4140448868274689,0.0005012538749724627,0.07356907427310944,0.1105424463748932,0.010151088237762451,0.0005012539331801237,0.0005012578913010657,0.1594528704881668,0.0005012541660107672,0.04491851478815079,0.00050125434063375,0.044051069766283035,105,0.147229444116,1,0,0,1,0,0,0.0,1229,1,24,0,0,0,0.0,0.0,1357,0.6572343833422317,1396,2069,118,1.02,2462.0,1284.0
105,dujdm3j,0.0,0.096,0.122,0.782,0.217,0.062,0.721,0.0,0.28600000000000003,0.7140000000000001,0.9832169771289468,0.09777777777777777,0.0006230534636415541,0.0719287171959877,0.1969694346189499,0.3223046362400055,0.0006230532890185714,0.0006230542785488068,0.07316507399082184,0.000623053638264537,0.1937371641397476,0.0006230545695871115,0.0006230546277947724,0.0006230541039258242,0.05509855970740318,0.08181194216012955,0.0006230531726032495,106,0.12435098839299999,1,0,0,1,2,2,0.0,42,1,101,2,0,0,0.0,0.1176470588235294,1228,0.3291710024280264,1177,4229,102,1.36,1898.0,3868.0
106,cjeafvo,1.0,0.040999999999999995,0.094,0.866,0.13699999999999998,0.069,0.7929999999999999,0.14800000000000002,0.0,0.852,0.9921709120137194,0.08045977011494253,0.009832325391471386,0.018423784524202347,0.0004415025468915701,0.2990784049034119,0.0004415018192958087,0.2400791645050049,0.029707251116633412,0.0004415021976456046,0.0004415017028804869,0.00044150176108814776,0.00044150240137241775,0.033545777201652534,0.1632063388824463,0.05011158809065819,0.1533663421869278,107,0.294643960152,1,0,0,2,8,8,0.0,1391,1,151,25,0,0,0.0,0.3076923076923077,1825,0.013522232378084843,1833,2515,135,20.39,1006.0,73390.0
107,czbz96f,1.0,0.079,0.046,0.875,0.10400000000000001,0.016,0.879,0.0,0.0,1.0,0.9990302118488106,0.08433734939759037,0.052803363651037216,0.03320494666695595,0.2898775637149811,0.2903877794742584,0.05198167636990547,0.0003703710972331464,0.010124502703547478,0.018671995028853416,0.00037037156289443374,0.026751412078738213,0.15532563626766205,0.00037037095171399415,0.0003703711554408074,0.04055671766400337,0.028832957148551937,108,0.152289177252,1,0,0,8,1,1,0.0,858,1,4,111,0,0,0.0,0.0625,1329,0.3002832861189802,2133,1634,84,0.23,424.0,988.0
108,czbz895,0.0,0.065,0.073,0.862,0.10400000000000001,0.016,0.879,0.0,0.0,1.0,0.9969115277264556,0.05882352941176471,0.0629110336303711,0.0013071923749521375,0.23261716961860654,0.17750076949596405,0.0013071941211819649,0.001307193422690034,0.001307192724198103,0.0013071930734440686,0.0013071922585368154,0.0013071910943835974,0.2526299655437469,0.0013071917928755286,0.15465964376926422,0.0013071910943835974,0.1079166829586029,109,0.09007496799339998,1,0,0,8,1,1,0.0,858,1,1,111,0,0,0.0,0.0625,802,0.3094890510948905,462,1634,84,0.22,424.0,946.0
109,djdtxm3,0.0,0.095,0.028999999999999998,0.8759999999999999,0.121,0.14800000000000002,0.731,0.0,0.217,0.7829999999999999,0.9850041630041768,0.06164383561643835,0.07014290243387222,0.29538410902023315,0.0011695921421051025,0.13314934074878693,0.0011695909779518845,0.0011695936555042865,0.1149698719382286,0.0011695916764438152,0.0011695922585204244,0.0011695951689034698,0.2225904166698456,0.1532370299100876,0.0011695916764438152,0.0011695922585204244,0.0011695909779518845,110,0.220836311138,1,0,0,1,1,1,0.0,289,1,326,3,0,0,0.0,0.027777777777777776,1687,0.792714657415438,680,577,129,0.19,914.0,239.0
110,ccn5pat,0.0,0.092,0.065,0.843,0.10800000000000001,0.067,0.8240000000000001,0.204,0.068,0.728,0.9997599211355368,0.07599309153713299,0.00450898427516222,0.00023391829745378345,0.004681950900703669,0.00023391869035549462,0.03782542422413826,0.2293452173471451,0.0002339184284210205,0.0714774802327156,0.02237636409699917,0.00902592483907938,0.2795900702476501,0.00561858993023634,0.12106750160455705,0.005318129900842905,0.20846256613731384,111,0.164010919789,1,0,0,1,2,2,0.0,1638,1,55,2,0,0,0.0,0.0425531914893617,1782,0.1272812353766963,2939,3098,126,0.35,272.0,1865.0
111,d9d45u3,0.0,0.049,0.053,0.898,0.076,0.08,0.8440000000000001,0.0,0.0,1.0,0.998759455628088,0.05759162303664921,0.0007936527254059911,0.04438340663909912,0.10147959738969804,0.4559081792831421,0.3144923746585846,0.01990587450563908,0.0007936512120068072,0.0007936513866297902,0.04046084359288216,0.0007936521433293818,0.0007936526089906693,0.0007936513866297902,0.0007936517358757554,0.0007936512120068072,0.017020491883158684,112,0.243396239575,1,0,0,1,22,22,0.0,608,1,0,24,0,0,0.0,0.3142857142857143,520,0.005235344318256417,857,5729,39,50.46,957.0,181839.0
112,d9auuyj,0.0,0.031,0.024,0.945,0.076,0.08,0.8440000000000001,0.0,0.0,1.0,0.9960207101722186,0.037037037037037035,0.0013333342503756285,0.0013333370443433525,0.11257725208997726,0.3765031099319458,0.1472635120153427,0.0013333355309441686,0.0013333351816982029,0.0013333401875570414,0.2437993884086609,0.0013333348324522376,0.001333336578682065,0.04153269156813622,0.0013333355309441686,0.0013333362294360993,0.06632400304079056,113,0.359291138515,1,6,0,1,21,21,0.14285714285714285,608,0,14,23,3,3,0.042857142857142864,0.3,525,0.03160084533086779,561,5729,39,8.24,957.0,29327.0
113,cih7ua8,0.0,0.086,0.18100000000000002,0.733,0.027999999999999997,0.228,0.7440000000000001,0.17600000000000002,0.218,0.606,0.9954857198636924,0.06970509383378018,0.00035461038351058965,0.006703940685838461,0.00035461082006804645,0.08150319755077362,0.010655531659722328,0.1500130444765091,0.14299438893795013,0.01237407885491848,0.305286318063736,0.00035461061634123325,0.2575047016143799,0.00035461029619909823,0.01937297359108925,0.011818709783256054,0.00035461029619909823,114,0.119227124836,1,0,0,1,6,6,0.0,1377,1,6,6,0,0,0.0,0.057142857142857134,1510,0.04339987981571743,1973,1559,64,4.09,650.0,14327.0
114,ci8xxkj,0.0,0.051,0.061,0.888,0.124,0.062,0.8140000000000001,0.09699999999999999,0.179,0.7240000000000001,0.995604117851395,0.07650273224043716,0.09996040165424347,0.1925058960914612,0.0008333342266269027,0.4700352549552918,0.04059892147779465,0.0008333348669111729,0.0008333344012498857,0.0008333345176652074,0.0008333338191732763,0.0008333350415341557,0.12070126831531525,0.0008333367295563222,0.0008333351579494773,0.034975357353687286,0.03455618768930435,115,0.26407013990600003,1,6,0,1,6,6,0.3333333333333333,1440,0,123,8,4,2,0.04444444444444445,0.13333333333333333,1571,0.007470826730329909,929,1949,143,67.29,1815.0,241130.0
115,dm0obh9,0.0,0.07200000000000001,0.223,0.705,0.129,0.111,0.76,0.32799999999999996,0.299,0.374,0.984851943239588,0.078125,0.0010416674194857476,0.0010416670702397823,0.0010416674194857476,0.0010416700970381498,0.0010416675359010694,0.1965877264738083,0.001041669514961541,0.31105732917785645,0.0010416678851470351,0.0010416681179776788,0.16508376598358154,0.29207009077072144,0.024784443899989128,0.001041668001562357,0.0010416718432679772,116,0.186143990602,1,0,1,1,1,1,0.0,222,1,144,1,0,0,0.0,0.04,560,0.5199138858988159,654,1504,94,0.15,483.0,446.0
116,dm0ozzl,0.0,0.095,0.187,0.718,0.129,0.111,0.76,0.32799999999999996,0.299,0.374,0.9933512617866412,0.06179775280898876,0.00035650646896101534,0.01497369259595871,0.022952217608690262,0.026878178119659424,0.0003565065271686762,0.05581268295645714,0.011351377703249454,0.2291789352893829,0.016412978991866112,0.0003565064980648458,0.413489431142807,0.16006436944007876,0.0003565065853763372,0.029905797913670536,0.017554281279444698,117,0.107416506023,1,2,0,1,1,1,0.0,222,1,9,1,0,0,0.0,0.04,250,0.2916666666666667,1672,1504,94,0.27,483.0,1173.0
117,dm0odey,0.0,0.098,0.075,0.828,0.129,0.111,0.76,0.32799999999999996,0.299,0.374,0.9973318372365312,0.04878048780487805,0.0009523813496343793,0.0009523814078420401,0.0009523815242573619,0.0009523833286948502,0.0009523825719952584,0.19475288689136505,0.0009523822809569538,0.09390611946582794,0.0009523815242573619,0.0009523816406726836,0.4659398198127746,0.21583174169063568,0.02004562132060528,0.0009523816406726836,0.0009523830376565457,118,0.174562653123,1,2,1,1,1,1,0.0,222,1,150,1,0,0,0.0,0.04,383,0.4898580121703854,716,1504,94,0.16,483.0,503.0
118,d0opkcw,1.0,0.12,0.083,0.797,0.162,0.053,0.785,0.266,0.0,0.7340000000000001,0.9978800123428656,0.052401746724890834,0.02083495445549488,0.00030581097234971816,0.0070877159014344215,0.049778059124946594,0.06797954440116882,0.05482302233576775,0.0003058106231037528,0.05784218013286591,0.11879836767911912,0.03090941533446312,0.35530683398246765,0.010614953003823755,0.033520665019750595,0.022384632378816605,0.16950805485248566,119,0.19287804291299998,1,0,0,1,3,3,0.0,758,1,3,3,0,0,0.0,0.05555555555555555,1325,0.17506532288167226,2405,3138,58,1.29,938.0,4420.0
119,deeap1h,0.0,0.027000000000000003,0.071,0.902,0.078,0.152,0.77,0.0,0.0,1.0,0.990880730286529,0.08759124087591241,0.0010256426176056266,0.12629695236682892,0.17718254029750824,0.2938578724861145,0.052442267537117004,0.001025643083266914,0.023650191724300385,0.001025642384774983,0.21074803173542025,0.0010256420355290174,0.0010256435489282012,0.0010256426176056266,0.1076170653104782,0.0010256428504362702,0.0010256440145894883,120,0.26241362806999996,1,8,6,1,10,9,0.4444444444444444,397,0,157,10,4,4,0.07017543859649122,0.15789473684210525,658,0.08387891858584302,763,5399,171,3.36,1089.0,11894.0
120,ckkm8aj,0.0,0.139,0.019,0.8420000000000001,0.08900000000000001,0.055,0.855,0.0,0.0,1.0,0.9973447938373624,0.04651162790697674,0.0018018027767539024,0.0018018028931692247,0.07128813117742537,0.7579177021980286,0.0018018065020442011,0.0018018053378909824,0.0018018028931692247,0.0018018028931692247,0.0018018045229837296,0.14917245507240295,0.0018018095288425684,0.0018018027767539024,0.0018018049886450167,0.0018018061527982356,0.0018018053378909824,121,0.164449301154,1,2,3,1,1,1,0.0,1294,1,138,1,0,0,0.0,0.02631578947368421,1754,0.06762132060461416,376,2993,70,0.41,170.0,2344.0
121,drvsah6,1.0,0.23199999999999998,0.04,0.728,0.099,0.105,0.7959999999999999,0.0,0.0,1.0,0.9801162486652684,0.055248618784530384,0.20643460750579834,0.0009009018540382383,0.0009009021450765432,0.25750386714935297,0.0009009026689454912,0.0009009030763991176,0.06118930876255035,0.0009009014465846119,0.02590487152338028,0.000900901562999934,0.3817311823368073,0.0009009028435684741,0.0009009017376229168,0.018511785194277763,0.041517142206430435,122,0.280499023539,1,4,1,1,12,12,0.16666666666666666,106,0,218,14,3,2,0.023529411764705882,0.1411764705882353,376,0.0371305510173771,917,13033,77,1.52,250.0,6483.0
122,chzj6p6,0.0,0.036000000000000004,0.049,0.9159999999999999,0.21100000000000002,0.07,0.7190000000000001,0.359,0.055,0.586,0.9692370949313646,0.0963855421686747,0.000913242984097451,0.0009132432751357556,0.0307234600186348,0.2709570229053497,0.0009132460108958184,0.361932635307312,0.0009132428676821293,0.033480308949947364,0.00091324356617406,0.056927654892206185,0.2377597540616989,0.0009132430423051119,0.0009132459526881577,0.0009132430423051119,0.0009132451377809047,124,0.0789521921995,1,0,3,1,0,0,0.0,1398,1,112,0,0,0,0.0,0.0,1754,0.1644518272425249,872,2058,129,0.3,297.0,1509.0
123,chziy5c,0.0,0.195,0.018000000000000002,0.787,0.21100000000000002,0.07,0.7190000000000001,0.359,0.055,0.586,0.9965824720280632,0.06741573033707865,0.0008130092755891383,0.0008130085188895464,0.09432373940944673,0.2727415263652801,0.0008130096248351038,0.2321701943874359,0.0008130099740810692,0.07457152009010315,0.000813008809927851,0.0008130083442665638,0.318062961101532,0.0008130091009661554,0.0008130096248351038,0.0008130113710649313,0.0008130099740810692,125,0.13009719615,1,0,0,1,0,0,0.0,1398,1,1,0,0,0,0.0,0.0,1398,0.2432432432432433,896,2058,129,0.2,297.0,924.0
124,djntw6n,0.0,0.057999999999999996,0.07200000000000001,0.87,0.13,0.032,0.838,0.29600000000000004,0.0,0.7040000000000001,0.9952066315378904,0.04745762711864407,0.00045351876178756356,0.0004535150073934346,0.0004535151820164174,0.042580720037221916,0.02253019250929356,0.11985166370868686,0.009201472625136377,0.4642345905303955,0.00045351521112024784,0.16557054221630094,0.16245725750923154,0.0004535153857432307,0.00045351579319685703,0.0004535153275355697,0.010398941114544868,126,0.50454502657,1,0,0,1,1,1,0.0,275,1,0,1,0,0,0.0,0.04166666666666666,275,0.33579273916324304,1342,6262,66,3.18,4005.0,7922.0
125,djo5dsp,0.0,0.125,0.091,0.784,0.13,0.032,0.838,0.29600000000000004,0.0,0.7040000000000001,0.9970735055726336,0.038461538461538464,0.0006944454507902265,0.0006944468477740884,0.03231081739068031,0.08473534137010574,0.03590469062328338,0.0006944470223970711,0.0249902606010437,0.5181185603141785,0.0006944471970200539,0.0006944447522982955,0.23259077966213226,0.0006944456836208701,0.0006944464985281229,0.0006944462656974792,0.065793976187706,127,0.20669852081099999,1,2,0,1,5,5,0.0,275,1,1,5,0,0,0.0,0.20833333333333331,276,0.13499848316311053,953,6262,66,8.14,4005.0,25662.0
126,djnos7v,0.0,0.172,0.0,0.828,0.13,0.032,0.838,0.29600000000000004,0.0,0.7040000000000001,0.9979939828156676,0.0925925925925926,0.003174604848027229,0.1123289242386818,0.003174607874825597,0.5562783479690552,0.003174605080857873,0.003174609271809459,0.003174605779349804,0.07105116546154022,0.0031746116001158953,0.0031746034510433674,0.00317461253143847,0.003174605080857873,0.003174605080857873,0.22542086243629456,0.003174607874825597,128,0.0783463604488,1,2,0,1,1,1,1.0,275,0,403,1,1,1,0.04166666666666666,0.04166666666666666,525,0.8447584897700907,241,6262,66,1.19,4005.0,736.0
127,dekvgxc,0.0,0.07,0.131,0.7979999999999999,0.10800000000000001,0.019,0.873,0.0,0.128,0.872,0.9895210446816494,0.16981132075471694,0.0026666698977351193,0.00266667059622705,0.002666669664904475,0.00266667315736413,0.0026666698977351193,0.0026666754856705666,0.002666675252839923,0.0026666733901947732,0.0026666834019124512,0.0026666857302188873,0.5403514504432678,0.0026666698977351193,0.0026666743215173483,0.0026666701305657625,0.4249818027019501,129,0.28659389170899996,1,0,0,1,0,0,0.0,419,1,150,3,0,0,0.0,0.0,677,1.0,483,1804,93,0.1,642.0,0.0
128,dgybmp4,0.0,0.098,0.091,0.8109999999999999,0.154,0.18600000000000003,0.66,0.317,0.264,0.419,0.9820292043709596,0.06140350877192983,0.031694915145635605,0.0011904770508408544,0.0011904789134860039,0.0011904800776392221,0.0011904770508408544,0.12144088745117188,0.0011904782149940731,0.0011904813582077622,0.0011904777493327856,0.0011904763523489235,0.8325784206390381,0.00119047740008682,0.0011904777493327856,0.0011904770508408544,0.001190476818010211,130,0.0980396081619,1,0,0,1,1,1,0.0,337,1,4,1,0,0,0.0,0.03571428571428571,1051,0.16923670007710098,522,1998,63,0.43,439.0,2155.0
129,dgyal0y,0.0,0.11699999999999999,0.036000000000000004,0.848,0.154,0.18600000000000003,0.66,0.317,0.264,0.419,0.9705247190348629,0.07106598984771574,0.0007490660063922405,0.000749065657146275,0.0007490665884688497,0.13821418583393094,0.048833072185516364,0.1047324389219284,0.05287805199623108,0.03957023471593857,0.0007490650750696659,0.0007490646676160394,0.4714580476284027,0.000749064318370074,0.0007490654243156314,0.0007490648422390223,0.1383214145898819,131,0.209713326493,1,0,6,1,1,1,0.0,337,1,495,1,0,0,0.0,0.03571428571428571,1648,0.3503591380686353,973,1998,63,0.2,439.0,814.0
130,dgyekjd,1.0,0.18,0.168,0.652,0.154,0.18600000000000003,0.66,0.317,0.264,0.419,0.9989487460618568,0.0695970695970696,0.0006289312732405961,0.0006289319135248661,0.0006289313314482571,0.486772894859314,0.0006289325538091363,0.036013368517160416,0.1206110492348671,0.0006289315642789006,0.0006289315642789006,0.0006289324956014752,0.3496844470500946,0.0006289312732405961,0.0006289315642789006,0.0006289312732405961,0.0006289315060712397,132,0.251491286828,1,2,0,1,5,5,0.2,337,0,339,5,1,1,0.03571428571428571,0.17857142857142858,686,0.06821006836544438,1200,1998,63,1.47,439.0,5997.0
131,dkuhda7,1.0,0.07,0.059000000000000004,0.871,0.091,0.045,0.8640000000000001,0.0,0.259,0.741,0.999572298069063,0.10493827160493828,0.00041928802966140216,0.0004192874184809625,0.022632554173469543,0.06159106269478797,0.0004192889609839767,0.2178523987531662,0.09869804978370668,0.15789848566055298,0.20312681794166565,0.00041928834980353713,0.22156937420368195,0.0136962104588747,0.0004192878550384193,0.00041928765131160617,0.00041928750579245383,133,0.243251332738,1,0,0,1,2,2,0.0,249,1,91,2,0,0,0.0,0.2,697,0.041357520678760334,1523,2236,65,15.38,2330.0,54008.0
132,d333roj,1.0,0.191,0.057,0.752,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.9996402607163868,0.0651602732527588,0.0015468139899894595,7.246382301673293e-05,0.02055319584906101,0.07595264166593553,0.019505491480231285,0.05005231499671936,0.004067165311425924,0.31684553623199463,0.022326450794935226,0.0021404800936579704,0.4329301416873932,0.01320473197847605,0.01129921618849039,0.00370624614879489,0.02579713799059391,134,0.397617608575,1,0,0,1,2,2,0.0,690,1,10,2,0,0,0.0,0.07142857142857142,1447,0.08502584261483584,9592,2486,65,3.48,1168.0,12569.0
133,d330npb,1.0,0.14300000000000002,0.073,0.784,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.9960612401218508,0.06115357887421821,0.005252652801573277,0.006397640332579614,0.043816480785608285,0.11177577078342438,0.018302690237760544,0.015277080237865446,0.024122346192598343,0.2054104506969452,0.0622517392039299,0.013362784869968893,0.36856287717819214,9.92065542959608e-05,0.05478941649198532,0.0039480216801166534,0.06663087010383606,135,0.40831510501199997,1,0,0,1,2,2,0.0,690,1,0,2,0,0,0.0,0.07142857142857142,690,0.12106135986733002,7289,2486,65,2.4,1168.0,8480.0
134,d32vugg,1.0,0.125,0.079,0.7959999999999999,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.9935616241046744,0.08557457212713937,0.00017226551426574588,0.00017226557247340682,0.056148406118154526,0.2644728720188141,0.00017226545605808496,0.06353923678398132,0.11245302855968477,0.2502748668193817,0.00017226581985596567,0.0001722655433695763,0.1991235762834549,0.00752649735659361,0.00017226584895979613,0.006272470578551292,0.03915541619062424,136,0.145331824341,1,0,0,1,1,1,0.0,690,1,14,1,0,0,0.0,0.03571428571428571,1021,0.34938677834280585,4172,2486,65,0.55,1168.0,2175.0
135,d32ukc7,0.0,0.15,0.027000000000000003,0.823,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.9968410791098172,0.05067567567567568,0.00025062705390155315,0.0002506276359781623,0.084975466132164,0.14502060413360596,0.03107925690710545,0.013323773629963398,0.0002506273158360273,0.1879273355007172,0.02289974503219128,0.00025062734493985767,0.438501238822937,0.00025062696659006184,0.017809487879276276,0.010915717110037805,0.046294216066598885,137,0.158200979996,1,0,0,1,0,0,0.0,690,1,187,0,0,0,0.0,0.0,1860,0.6886792452830188,3036,2486,65,0.28,1168.0,528.0
136,d32uem7,0.0,0.10800000000000001,0.012,0.88,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.990160366537622,0.07836990595611286,0.000472813582746312,0.000472813582746312,0.022053683176636696,0.16083669662475586,0.08046644181013107,0.00047281431034207344,0.0004728137864731252,0.21050886809825894,0.0004728144267573953,0.0004728133790194988,0.4641031622886658,0.00047281352453865116,0.0004728146304842085,0.000472813961096108,0.05777578055858613,138,0.154523681239,1,0,0,1,0,0,0.0,690,1,2,0,0,0,0.0,0.0,1784,0.7838926174496644,1541,2486,65,0.24,1168.0,322.0
137,d32u5rj,0.0,0.259,0.075,0.667,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.9921800524718368,0.08421052631578947,0.012795936316251756,0.000701754936017096,0.04598727449774742,0.0007017563912086189,0.060944832861423485,0.0007017559255473317,0.0007017552852630615,0.2645304501056671,0.0007017556927166879,0.000701754936017096,0.5020626783370972,0.0901079997420311,0.0007017554598860443,0.017956748604774475,0.000701756973285228,139,0.143354219002,1,0,0,1,0,0,0.0,690,1,95,0,0,0,0.0,0.0,1407,1.0,992,2486,65,0.19,1168.0,0.0
138,d32vphu,0.0,0.10800000000000001,0.024,0.868,0.201,0.038,0.7609999999999999,0.0,0.22399999999999998,0.7759999999999999,0.9907737478288048,0.07964601769911504,0.0007017549942247571,0.029928004369139668,0.0007017560419626534,0.0007017565658316016,0.025305654853582386,0.000701755634509027,0.061016611754894264,0.1937692612409592,0.0007017559255473317,0.0266155768185854,0.6165341734886169,0.0007017558673396707,0.041216671466827386,0.0007017565076239407,0.0007017562747932969,140,0.16596248799399999,1,2,0,1,1,1,1.0,690,0,188,1,1,1,0.03571428571428571,0.03571428571428571,1860,0.36891977258370173,1060,2486,65,0.52,1168.0,1998.0
139,ccr09qw,0.0,0.19699999999999998,0.071,0.731,0.177,0.095,0.728,0.0,0.0,1.0,0.9991658705692996,0.08176100628930817,0.1272655576467514,0.0011695920256897807,0.08337058126926422,0.0011695947032421827,0.03950764238834381,0.0011695935390889645,0.0011695921421051025,0.0011695908615365624,0.001169594586826861,0.0011695909779518845,0.7035936713218689,0.0011695917928591368,0.0011695915600284936,0.034566640853881836,0.0011695920256897807,141,0.15066255725,1,0,0,1,0,0,0.0,1632,1,0,0,0,0,0.0,0.0,1632,1.0,745,926,74,0.12,740.0,0.0
140,ccr2i9p,1.0,0.105,0.05,0.846,0.177,0.095,0.728,0.0,0.0,1.0,0.9911758225157472,0.09558823529411764,0.3170781433582306,0.0010752700036391618,0.0010752702364698052,0.2556856274604797,0.0010752734960988164,0.03451133519411087,0.0010752705857157707,0.001075271051377058,0.001075269770808518,0.001075271051377058,0.3156846761703491,0.0010752720991149543,0.0010752707021310923,0.0010752694215625525,0.06628750264644623,142,0.16290825501599998,1,2,0,1,2,2,0.0,1632,1,0,2,0,0,0.0,0.043478260869565216,1632,0.10125889436234264,676,926,74,2.01,740.0,6568.0
141,dsmli8g,0.0,0.046,0.155,0.7979999999999999,0.125,0.055,0.82,0.106,0.187,0.7070000000000001,0.9878605010605014,0.06639004149377592,0.0005899712559767067,0.0005899716634303331,0.0005899713723920286,0.2031012773513794,0.02582906000316143,0.0807979479432106,0.0005899716634303331,0.0005899720708839594,0.0005899718380533159,0.0005899714888073504,0.4144911468029022,0.06291045248508452,0.167251855134964,0.0005899732350371777,0.040898501873016364,143,0.158957672262,1,0,0,1,1,1,0.0,289,1,26,6,0,0,0.0,0.028571428571428567,776,0.07002071784534407,1295,1974,103,9.55,2501.0,33217.0
142,dsmetqw,0.0,0.079,0.055999999999999994,0.865,0.125,0.055,0.82,0.106,0.187,0.7070000000000001,0.99819471271101,0.0701219512195122,0.00040650434675626457,0.0004065045795869082,0.0004065044631715864,0.14914800226688385,0.08340504765510559,0.06631288677453995,0.010150083340704441,0.03073517046868801,0.08465694636106491,0.00040650513255968684,0.20806002616882324,0.1253088414669037,0.2197248339653015,0.01242500264197588,0.00844710972160101,144,0.132999944734,1,0,0,1,1,1,0.0,289,1,0,6,0,0,0.0,0.028571428571428567,79,0.0905700007242703,1806,1974,103,7.4,2501.0,25113.0
