,comment_id,treated,nltk_com_sen_pos,nltk_com_sen_neg,nltk_com_sen_neutral,nltk_sub_sen_pos,nltk_sub_sen_neg,nltk_sub_sen_neutral,nltk_title_sen_pos,nltk_title_sen_neg,nltk_title_sen_neutral,nltk_sim_sen,percent_adj,topic_model_0,topic_model_1,topic_model_2,topic_model_3,topic_model_4,topic_model_5,topic_model_6,topic_model_7,topic_model_8,topic_model_9,topic_model_10,topic_model_11,topic_model_12,topic_model_13,topic_model_14,Unnamed: 0_y,submmiter_commenter_tfidf_cos_sim,delta,comment_depth,commenter_number_submission,submitter_number_submission,number_of_comments_in_tree_from_submitter,number_of_respond_by_submitter_total,respond_to_comment_user_responses_ratio,submitter_seniority_days,is_first_comment_in_tree,commenter_number_comment,submitter_number_comment,number_of_comments_in_tree_by_comment_user,number_of_respond_by_submitter,respond_to_comment_user_all_ratio,respond_total_ratio,commenter_seniority_days,time_ratio,comment_len,submission_len,title_len,time_between_messages,time_until_first_comment,time_between_comment_first_comment
196,dgul0jv,0.0,0.102,0.03,0.868,0.16699999999999998,0.062,0.7709999999999999,0.10099999999999999,0.195,0.705,0.9944075924543304,0.0622568093385214,0.0005847961874678731,0.0005847968859598041,0.0005847964202985168,0.10063277930021286,0.0005847964202985168,0.6401572823524475,0.0005847961874678731,0.01955369859933853,0.03139302879571915,0.0005847961292602122,0.08779194951057434,0.02935180068016052,0.08644110709428787,0.0005847970023751259,0.0005847965949214995,199,0.106325226001,1,5,0,3,0,0,0.0,363,1,24,25,0,0,0.0,0.0,1418,0.037963275881491496,1343,1240,154,9.51,1348.0,34160.0
197,dezlzym,0.0,0.0,0.068,0.932,0.11699999999999999,0.047,0.836,0.0,0.251,0.7490000000000001,0.9902405980989304,0.10666666666666667,0.001058203517459333,0.0010582018876448274,0.0619918629527092,0.001058204798027873,0.6555064916610718,0.0010582053801044822,0.0010582031682133677,0.0010582042159512641,0.0010582020040601492,0.0010582043323665855,0.2698031961917877,0.0010582022368907928,0.0010582017712295058,0.0010582018876448274,0.0010582016548141835,200,0.235393699448,1,6,0,2,30,30,0.0,406,1,51,54,0,0,0.0,0.06912442396313365,1006,0.02346111984520498,944,2378,94,11.29,970.0,40375.0
198,dmzm2z2,0.0,0.188,0.057,0.754,0.063,0.013999999999999999,0.9229999999999999,0.0,0.087,0.9129999999999999,0.9828727160101288,0.07801418439716312,0.0010752691887319088,0.04667703807353973,0.001075269654393196,0.28849580883979803,0.0010752702364698052,0.0805279091000557,0.16523584723472595,0.0337948277592659,0.0010752703528851269,0.0010752739617601037,0.37559112906456,0.0010752695379778745,0.00107527116779238,0.001075269770808518,0.0010752727976068854,201,0.0807348146059,1,0,0,1,0,0,0.0,201,1,244,0,0,0,0.0,0.0,710,1.0,698,658,140,0.08,529.0,0.0
199,dedtr3b,0.0,0.14400000000000002,0.067,0.789,0.10099999999999999,0.14800000000000002,0.75,0.0,0.10099999999999999,0.899,0.9929150500936604,0.07692307692307693,0.0006060610176064074,0.02253761515021324,0.000606061948928982,0.4313388168811798,0.0006060616578906776,0.1081201359629631,0.0135602792724967,0.02581978403031826,0.0006060613668523729,0.07818920165300369,0.0006060624727979302,0.0006060621235519648,0.0006060618325136603,0.3155856728553772,0.0006060609011910857,202,0.13576076019400002,1,0,0,2,1,1,0.0,1571,1,0,5,0,0,0.0,0.01282051282051282,397,0.027860548271752085,1259,1214,112,1.51,187.0,6525.0
200,dednhsz,0.0,0.114,0.031,0.8540000000000001,0.10099999999999999,0.14800000000000002,0.75,0.0,0.10099999999999999,0.899,0.9876742797059136,0.01492537313432836,0.0024691398721188307,0.0024691373109817505,0.0024691426660865545,0.0024691435974091287,0.0024691361468285322,0.07735449075698853,0.0024691415019333363,0.002469146391376853,0.04334940388798714,0.0024691361468285322,0.659372091293335,0.002469137078151107,0.19276343286037445,0.002469138242304325,0.00246914429590106,203,0.0146655050717,1,0,0,2,0,0,0.0,1571,1,0,4,0,0,0.0,0.0,397,1.0,280,1214,112,0.03,187.0,0.0
201,dedoh1s,0.0,0.221,0.062,0.7170000000000001,0.10099999999999999,0.14800000000000002,0.75,0.0,0.10099999999999999,0.899,0.9805765710284606,0.06535947712418301,0.0008771938737481833,0.0008771938737481833,0.0008771945722401142,0.18831494450569156,0.06751259416341783,0.040756121277809136,0.0008771942229941487,0.0008771955617703497,0.03084120899438858,0.0008771935827098787,0.11081033200025557,0.0008771951543167232,0.07457635551691055,0.4801709055900574,0.0008771950961090624,204,0.19794179786,1,1,0,2,0,0,0.0,1571,1,118,4,0,0,0.0,0.0,1601,0.15228013029315962,757,1214,112,0.2,187.0,1041.0
202,dee3t2u,0.0,0.122,0.024,0.8540000000000001,0.10099999999999999,0.14800000000000002,0.75,0.0,0.10099999999999999,0.899,0.986334569113136,0.07191780821917808,0.01291970256716013,0.0005899706739000976,0.0005899712559767067,0.3557866215705872,0.0005899710231460631,0.0005899721290916204,0.14712874591350555,0.0005899721290916204,0.0005899724783375858,0.0005899716634303331,0.2661561071872711,0.010923433117568493,0.0005899714305996895,0.20177562534809115,0.0005899709067307413,205,0.156751693045,1,2,0,2,5,5,0.0,1571,0,2,9,1,0,0.0,0.0641025641025641,425,0.010173548773189706,1479,1214,112,5.06,187.0,18194.0
203,ddy09kj,0.0,0.052000000000000005,0.053,0.895,0.061,0.095,0.8440000000000001,0.064,0.14,0.7959999999999999,0.9985102950323788,0.07955801104972375,0.17524269223213196,0.00015396493836306036,0.09607680141925813,0.2971460521221161,0.0183554757386446,0.11535625904798508,0.011575405485928059,0.031487058848142624,0.009045953862369059,0.00015396485105156896,0.1738295704126358,0.026401342824101448,0.028704646974802017,0.01631687767803669,0.00015396485105156896,206,0.423524660884,1,0,0,2,0,0,0.0,1640,1,14,46,0,0,0.0,0.0,1537,0.11499673510846695,4545,7495,195,3.49,1585.0,12198.0
204,de314bs,1.0,0.09,0.076,0.8340000000000001,0.061,0.095,0.8440000000000001,0.064,0.14,0.7959999999999999,0.9991518367157732,0.09508881922675026,0.17340154945850372,0.019550923258066174,0.1515866219997406,0.4525025486946106,0.05851142853498459,0.00013888919784221798,0.014471192844212057,0.00013888916873838753,0.0045913271605968475,0.008098364807665348,0.07570566982030869,0.00013888908142689615,0.03091956302523613,0.006636921782046557,0.0036072356160730132,207,0.42892510398199996,1,2,4,2,79,79,0.10126582278481013,1640,0,216,129,9,8,0.014466546112115732,0.14285714285714285,1669,0.005519916974876542,5318,7495,195,79.45,1585.0,285557.0
205,cbi5724,0.0,0.07,0.08900000000000001,0.841,0.11800000000000001,0.086,0.795,0.166,0.136,0.698,0.9979547926266468,0.0920245398773006,0.000757576257456094,0.000757576955948025,0.0007575760828331112,0.0007575771887786686,0.028285877779126167,0.6564818024635315,0.03294369950890541,0.1317291557788849,0.11149482429027556,0.032246433198452,0.0007575778872705996,0.0007575760828331112,0.0007575766067020595,0.000757576955948025,0.0007575768395327033,208,0.0850789674964,1,0,0,1,1,1,0.0,1700,1,0,1,0,0,0.0,0.011494252873563218,1700,0.3864247311827957,847,780,153,0.49,1150.0,1826.0
206,d4r8e5e,0.0,0.141,0.036000000000000004,0.8240000000000001,0.185,0.01,0.805,0.175,0.0,0.825,0.997932297881645,0.05681818181818181,0.0006944458000361919,0.0006944465567357838,0.000694446440320462,0.08751609176397324,0.05804485082626343,0.0816439613699913,0.0006944455089978874,0.0006944455672055483,0.08352041989564896,0.0006944448105059563,0.06593930721282959,0.3166165053844452,0.1566176563501358,0.12902745604515076,0.016907067969441414,209,0.327811332691,1,0,31,2,0,0,0.0,827,1,805,50,0,0,0.0,0.0,1336,1.0,1048,969,128,0.17,1020.0,0.0
207,dgzm0tb,0.0,0.09300000000000001,0.18899999999999997,0.718,0.08900000000000001,0.11599999999999999,0.7959999999999999,0.0,0.292,0.708,0.9936414651016896,0.10546875,0.021720187738537792,0.0005167961935512722,0.014700108207762241,0.14367498457431793,0.0005167968338355422,0.44763416051864624,0.029021836817264564,0.009438767097890377,0.2045048475265503,0.0005167965427972376,0.0005167974741198124,0.04493660107254982,0.05274922400712967,0.0005167970084585249,0.029035244137048718,210,0.203026415006,1,0,0,5,2,2,0.0,608,1,4,36,0,0,0.0,0.1111111111111111,347,0.01891891891891892,1543,2799,49,1.51,126.0,6534.0
208,drvqrpi,0.0,0.13699999999999998,0.085,0.778,0.122,0.085,0.792,0.0,0.0,1.0,0.9997710649186184,0.09876543209876544,0.0019047689856961372,0.0019047635141760109,0.06664986908435823,0.0019047673558816316,0.0019047638634219766,0.24248357117176056,0.0019047692185267808,0.0019047688692808153,0.23101168870925906,0.030108332633972168,0.0019047688692808153,0.001904765609651804,0.0019047645619139075,0.4106989204883576,0.0019047638634219766,211,0.07812672758480001,1,0,0,1,1,1,0.0,95,1,26,1,0,0,0.0,0.008547008547008548,1311,0.10836909871244636,425,3856,86,0.46,303.0,2493.0
209,drvq01n,0.0,0.055,0.182,0.764,0.122,0.085,0.792,0.0,0.0,1.0,0.988699848957956,0.08080808080808081,0.0015151534462347627,0.0015151548432186244,0.0015151536790654065,0.5010335445404053,0.0015151544939726591,0.0015151548432186244,0.07642120867967606,0.06911604851484299,0.001515152514912188,0.0015151544939726591,0.06272990256547928,0.04167337343096733,0.0015151529805734756,0.2353895604610443,0.0015151521656662224,212,0.160123639734,1,0,0,1,1,1,0.0,95,1,59,1,0,0,0.0,0.008547008547008548,1471,0.15667011375387796,498,3856,86,0.32,303.0,1631.0
210,dg81i6d,0.0,0.067,0.042,0.892,0.095,0.037000000000000005,0.8690000000000001,0.0,0.18,0.82,0.999415345523604,0.10455764075067024,0.012075139209628105,0.00033333353349007666,0.12048950791358948,0.13058575987815854,0.000333333940943703,0.011661048047244549,0.0003333337081130594,0.009961009956896305,0.13544534146785736,0.006349862087517978,0.3411853909492493,0.04982514679431915,0.00033333475585095584,0.0003333342028781772,0.1807551383972168,213,0.192672298651,1,6,4,1,3,3,0.3333333333333333,373,0,319,4,9,1,0.0075187969924812035,0.022556390977443608,1581,0.007320163295950448,1864,1636,81,11.5,312.0,42310.0
211,dirawi2,0.0,0.064,0.039,0.897,0.135,0.063,0.802,0.188,0.0,0.812,0.9948807694562398,0.05,0.0010928967967629433,0.0010928973788395524,0.0010928984265774488,0.12223895639181134,0.0010928980773314834,0.0010928986594080923,0.0010928992414847016,0.0010928964475169778,0.35474133491516113,0.001092897611670196,0.4028392136096953,0.02521123737096786,0.0010928977280855179,0.08404027670621872,0.001092897611670196,214,0.44507253009099995,1,8,0,1,5,5,0.4,444,0,5,11,2,2,0.08,0.2,296,0.18147476579026894,657,1975,139,1.5,1201.0,5417.0
212,dheive6,0.0,0.182,0.053,0.765,0.10300000000000001,0.034,0.863,0.18,0.0,0.82,0.9930426866962128,0.08241758241758243,0.0009389690821990373,0.000938968441914767,0.0009389691986143588,0.0009389702463522552,0.0009389729821123184,0.11502617597579955,0.047694515436887734,0.0009389676270075142,0.10708922892808914,0.0009389675105921924,0.6717677712440491,0.000938968441914767,0.04903267323970795,0.0009389690821990373,0.0009389681508764624,215,0.393577448723,1,0,0,11,9,9,0.0,1132,1,35,186,0,0,0.0,0.07317073170731707,724,0.08037364989783011,858,1761,98,2.51,826.0,9451.0
213,dheirkf,0.0,0.129,0.019,0.852,0.10300000000000001,0.034,0.863,0.18,0.0,0.82,0.9993596890875482,0.07608695652173914,0.0004089983995072544,0.0004089985159225762,0.07987823337316513,0.1304009109735489,0.014700050465762615,0.35906901955604553,0.0004089984286110848,0.039637818932533264,0.2927270531654358,0.00040899860323406756,0.05449055880308151,0.0004089989815838635,0.00040899866144172847,0.026233335956931114,0.0004089982830919325,216,0.568960650447,1,0,38,11,9,9,0.0,1132,1,1024,186,0,0,0.0,0.07317073170731707,1336,0.08138732880086708,2239,1761,98,2.49,826.0,9323.0
214,dheegiu,0.0,0.0,0.0,1.0,0.10300000000000001,0.034,0.863,0.18,0.0,0.82,0.9921939403437379,0.023809523809523808,0.003508776891976595,0.0035087780561298128,0.0035087771248072386,0.0035087792202830315,0.003508778754621744,0.003508780850097537,0.06068501994013786,0.003508774098008871,0.2972923219203949,0.003508774796500802,0.5999172925949097,0.0035087745636701584,0.003508774098008871,0.0035087759606540203,0.0035087724681943646,217,0.237876599128,1,2,1,11,9,9,0.0,1132,0,10,186,1,0,0.0,0.07317073170731707,328,0.17886530965786054,214,1761,98,1.16,826.0,3792.0
215,df8ee5j,0.0,0.11599999999999999,0.038,0.846,0.08900000000000001,0.161,0.75,0.53,0.0,0.47,0.9861659557484524,0.08928571428571429,0.0006006030598655343,0.020898988470435143,0.000600602594204247,0.17896173894405365,0.04894693940877914,0.04840494319796562,0.14621610939502716,0.0006006029434502125,0.0006006015464663506,0.0006006013136357068,0.5511658787727356,0.0006006009061820805,0.0006006020703352988,0.0006006013136357068,0.0006006010808050632,218,0.217680856692,1,2,0,1,2,2,0.0,461,1,54,3,0,0,0.0,0.054054054054054064,419,0.1376210235131397,1102,2625,63,1.36,796.0,4988.0
216,djn5qr7,0.0,0.044000000000000004,0.09699999999999999,0.858,0.122,0.14,0.7390000000000001,0.289,0.0,0.711,0.9912226862820226,0.06111111111111111,0.0007490645512007178,0.0007490664138458669,0.0007490654243156314,0.05113913118839264,0.0007490649586543442,0.0007490653079003097,0.02490139938890934,0.014345756731927397,0.2206069529056549,0.0007490658317692577,0.16641487181186676,0.07311815768480301,0.062487319111824036,0.10417700558900833,0.278315007686615,219,0.138253825945,1,0,6,1,3,3,0.0,276,1,287,3,0,0,0.0,0.1875,658,0.2736746714997734,973,5547,96,2.27,2416.0,6412.0
217,djn3ojt,0.0,0.062,0.142,0.7959999999999999,0.122,0.14,0.7390000000000001,0.289,0.0,0.711,0.9963948545335516,0.04641350210970464,0.000542005873285234,0.000542005873285234,0.0005420056986622511,0.0005420066881924868,0.03322267532348633,0.0005420075030997397,0.04621851071715355,0.03404908999800682,0.15940342843532562,0.010037265717983246,0.2546442151069641,0.027793295681476596,0.0005420063971541822,0.12911294400691986,0.302266538143158,220,0.19575662020399998,1,0,0,1,0,0,0.0,276,1,10,0,0,0,0.0,0.0,396,1.0,1301,5547,96,0.4,2416.0,0.0
218,di3aqq6,0.0,0.192,0.039,0.769,0.28300000000000003,0.04,0.6779999999999999,0.244,0.0,0.7559999999999999,0.988676022956886,0.1065989847715736,0.0006734012276865543,0.013248722068965437,0.023250224068760872,0.0006734023918397725,0.0006734017515555023,0.09663430601358414,0.016734717413783073,0.07309477031230928,0.0006734036724083126,0.0006734023918397725,0.6329718828201294,0.0006734022172167897,0.11480536311864853,0.0245461855083704,0.0006734029157087207,221,0.26231506068000005,1,2,0,1,10,10,0.0,903,0,4,12,1,0,0.0,0.15625,329,0.021454008512116738,945,1293,58,3.11,247.0,11266.0
219,di3x4ql,1.0,0.24,0.126,0.634,0.28300000000000003,0.04,0.6779999999999999,0.244,0.0,0.7559999999999999,0.9910900885882792,0.14201183431952666,0.0007843143539503218,0.02099640853703022,0.000784315459895879,0.02311147004365921,0.0007843146449886262,0.0007843150524422526,0.0007843158091418445,0.02886611223220825,0.015554367564618587,0.0007843142957426608,0.654755175113678,0.00078431615838781,0.24965761601924896,0.0007843156345188618,0.0007843169150874019,222,0.279624272584,1,2,1,1,11,11,0.09090909090909093,903,0,34,13,1,1,0.015625,0.171875,578,0.0041874343064455975,819,1293,58,16.23,247.0,58739.0
220,di3ngwv,0.0,0.15,0.0,0.85,0.28300000000000003,0.04,0.6779999999999999,0.244,0.0,0.7559999999999999,0.974291198825844,0.0990990990990991,0.0012578620808199046,0.0012578623136505485,0.0012578637106344106,0.001257863361388445,0.0012578626628965142,0.0012578670866787436,0.0012578634778037667,0.0012578630121424794,0.0012578627793118358,0.0012578623136505485,0.6956741809844971,0.0012578626628965142,0.2879736125469208,0.0012578626628965142,0.0012578649912029505,223,0.15281437059699998,1,4,0,1,11,11,0.0,903,0,590,13,2,0,0.0,0.171875,1806,0.007733007733007733,568,1293,58,8.52,247.0,31694.0
221,d13c9bc,0.0,0.139,0.044000000000000004,0.8170000000000001,0.09699999999999999,0.106,0.797,0.0,0.0,1.0,0.9958297554032456,0.047058823529411764,0.2629086375236511,0.01952691562473774,0.0007936527254059911,0.2628718912601471,0.10327719897031784,0.0007936523761600256,0.014779250137507915,0.0007936530746519567,0.038074757903814316,0.000793654820881784,0.14940245449543,0.0007936532492749393,0.1436033397912979,0.000793652783613652,0.000793652085121721,224,0.259445096128,1,0,0,1,0,0,0.0,1056,1,57,3,0,0,0.0,0.0,1071,0.8796169630642955,914,4263,39,0.12,643.0,88.0
222,d13cnc3,0.0,0.209,0.12,0.6709999999999999,0.09699999999999999,0.106,0.797,0.0,0.0,1.0,0.9833475759814846,0.04166666666666666,0.002298856852576137,0.002298853825777769,0.002298851497471333,0.002298856386914849,0.0022988533601164818,0.0022988549899309874,0.002298854757100344,0.002298851264640689,0.002298851264640689,0.0022988507989794016,0.5841156840324402,0.3081839382648468,0.04361733421683312,0.038795646280050285,0.002298851264640689,225,0.26497955578000004,1,2,0,1,1,1,0.0,1056,0,58,4,1,0,0.0,0.03571428571428571,1071,0.5015600624024961,326,4263,39,0.21,643.0,639.0
223,dlgb1e5,0.0,0.08800000000000001,0.092,0.82,0.098,0.052000000000000005,0.85,0.15,0.1,0.75,0.9986995945316824,0.08860759493670886,0.0002886004513129592,0.009535061195492744,0.00028860062593594193,0.1399764120578766,0.0002886014699470252,0.3173503577709198,0.00028860114980489016,0.05153562128543854,0.0002886010333895684,0.00028860085876658564,0.14996382594108582,0.09724990278482436,0.08944988995790483,0.1267240047454834,0.016483314335346222,226,0.403460699561,1,2,0,4,4,4,0.25,1470,0,89,120,1,1,0.02325581395348837,0.09302325581395347,916,0.2172661870503597,2372,2041,113,1.21,1057.0,3808.0
224,dlgbzxo,0.0,0.045,0.0,0.955,0.098,0.052000000000000005,0.85,0.15,0.1,0.75,0.9958717015486404,0.0603448275862069,0.0006349222385324537,0.01879914291203022,0.0006349217146635057,0.35732680559158325,0.0006349215400405227,0.13370579481124878,0.0006349216564558446,0.028335552662611008,0.0006349220057018101,0.0006349210161715746,0.0006349227041937411,0.16648517549037933,0.0006349215982481838,0.28963324427604675,0.0006349213654175402,227,0.390093809459,1,4,44,4,6,6,0.16666666666666666,1470,0,1165,122,2,1,0.02325581395348837,0.13953488372093026,1336,0.17508696372370386,1246,2041,113,1.4,1057.0,4980.0
225,dmawwyu,1.0,0.266,0.14400000000000002,0.59,0.20199999999999999,0.10800000000000001,0.69,0.078,0.253,0.669,0.988284179182094,0.1346153846153846,0.04432855919003487,0.062385603785514825,0.17551615834236145,0.06972039490938188,0.0004535166372079402,0.08982768654823302,0.00045351596781983966,0.020752333104610443,0.11893555521965027,0.00952230952680111,0.1984172016382217,0.0004535152693279088,0.012424102053046228,0.013907737098634243,0.1829017996788025,228,0.28097314822299996,1,0,2,5,5,5,0.0,373,1,39,64,0,0,0.0,0.2272727272727273,963,0.15229621876226612,1710,5403,178,6.22,3492.0,19437.0
226,dmafhuk,0.0,0.055999999999999994,0.11,0.8340000000000001,0.20199999999999999,0.10800000000000001,0.69,0.078,0.253,0.669,0.9766809988329812,0.06422018348623854,0.0015151534462347627,0.0015151542611420155,0.07342465221881866,0.4558003544807434,0.0015151542611420155,0.03049747459590435,0.0015151527477428315,0.0015151529805734756,0.0015151526313275099,0.06969697028398514,0.0015151556581258776,0.0015151555417105556,0.00151515391189605,0.0015151529805734756,0.3554289638996124,229,0.380314377835,1,2,1,5,3,3,0.0,373,1,440,62,0,0,0.0,0.13636363636363635,1407,0.8263132986275438,514,5403,178,1.1,3492.0,734.0
227,dg81vkg,0.0,0.177,0.19,0.633,0.10400000000000001,0.053,0.843,0.157,0.0,0.843,0.9653441061764684,0.07792207792207792,0.0022988528944551945,0.0022988531272858377,0.2855585515499115,0.5996557474136353,0.0022988561540842056,0.002298855455592275,0.0022988531272858377,0.045439522713422775,0.0022988531272858377,0.0022988540586084127,0.002298855222761631,0.002298852428793907,0.04405876249074936,0.0022988531272858377,0.002298853592947125,230,0.201548238893,1,2,0,1,3,3,0.0,354,1,27,3,0,0,0.0,0.05882352941176471,434,0.1048358630427109,395,1497,95,0.47,297.0,2536.0
228,deqarvl,0.0,0.052000000000000005,0.084,0.8640000000000001,0.129,0.006,0.8640000000000001,0.0,0.0,1.0,0.992104020739748,0.054054054054054064,0.00036832454497925937,0.00036832431214861566,0.00036832454497925937,0.010763307102024557,0.0003683244285639376,0.4658541083335877,0.06552312523126602,0.166639506816864,0.048766903579235084,0.0003683246613945812,0.21402333676815036,0.02548309974372387,0.00036832535988651216,0.00036832451587542886,0.0003683243703562767,231,0.375455268292,1,2,0,4,10,10,0.1,1581,0,72,177,1,1,0.013888888888888888,0.1388888888888889,476,0.14367886427609838,1801,1900,58,2.16,1174.0,6997.0
229,dj1f91s,0.0,0.08,0.102,0.818,0.145,0.086,0.769,0.25,0.276,0.474,0.9960081717832372,0.08333333333333333,0.0027777906507253647,0.0027777838986366987,0.0027777804061770443,0.2613444626331329,0.0027777838986366987,0.32723268866539,0.3780894577503204,0.0027777804061770443,0.002777781104668975,0.002777777845039964,0.0027777838986366987,0.0027777834329754114,0.0027777794748544693,0.002777781570330262,0.002777777845039964,232,0.164000729194,1,0,0,4,7,7,0.0,363,1,19,42,0,0,0.0,0.03910614525139665,779,0.0,299,1948,118,4.04,0.0,14695.0
230,dj16b6w,0.0,0.155,0.20800000000000002,0.637,0.145,0.086,0.769,0.25,0.276,0.474,0.9792107076036504,0.0759493670886076,0.0009523829212412238,0.021997183561325077,0.0321258120238781,0.5623328685760498,0.0009523825719952584,0.044579360634088516,0.2426556944847107,0.0009523811168037355,0.0009523814078420401,0.0009523816406726836,0.07215898483991623,0.0009523814078420401,0.0009523818735033274,0.0009523819317109883,0.016531020402908325,233,0.245065544303,1,0,0,4,0,0,0.0,363,1,89,35,0,0,0.0,0.0,1665,0.0,796,1948,118,0.41,0.0,2460.0
231,dj15tdf,0.0,0.179,0.151,0.67,0.145,0.086,0.769,0.25,0.276,0.474,0.9917911636307444,0.10784313725490197,0.0791933611035347,0.0005167963681742549,0.0005167974159121512,0.4900352954864502,0.0005167964263819158,0.10563169419765472,0.1832534223794937,0.010225370526313782,0.0005167961935512722,0.0005167964845895766,0.0005167979397810996,0.042340211570262916,0.06645124405622482,0.0005167966592125595,0.01925183087587357,234,0.295962703309,1,0,17,4,0,0,0.0,363,1,524,35,0,0,0.0,0.0,1578,0.0,1645,1948,118,0.29,0.0,1786.0
232,dj15jsr,0.0,0.10300000000000001,0.182,0.716,0.145,0.086,0.769,0.25,0.276,0.474,0.9897149563087784,0.10891089108910892,0.015892038121819496,0.012537033297121523,0.0007092225132510066,0.4409352838993073,0.0007092205341905355,0.2284264713525772,0.11889428645372392,0.0007092208252288401,0.0007092205341905355,0.0007092204759828746,0.12219405919313432,0.0007092201849445701,0.0007092205341905355,0.0554470419883728,0.0007092201267369093,235,0.157431869878,1,0,0,4,0,0,0.0,363,1,3,35,0,0,0.0,0.0,397,0.0,989,1948,118,0.23,0.0,1421.0
233,dj1jlg8,0.0,0.0,0.209,0.7909999999999999,0.145,0.086,0.769,0.25,0.276,0.474,0.9722989415204388,0.11627906976744184,0.0019607879221439357,0.001960785361006856,0.001960786757990718,0.39039871096611023,0.04181505739688873,0.19742891192436215,0.10631127655506134,0.0019607855938375,0.001960786059498787,0.0019607858266681433,0.08454596251249312,0.0019607883878052235,0.001960787223652005,0.16185298562049866,0.001960784662514925,236,0.114542083246,1,2,0,4,11,11,0.0,363,1,0,46,0,0,0.0,0.06145251396648045,289,0.0,468,1948,118,5.39,0.0,20349.0
234,dj1c9fz,0.0,0.08,0.193,0.726,0.145,0.086,0.769,0.25,0.276,0.474,0.9861186320769976,0.06382978723404255,0.0014492769259959461,0.028634594753384587,0.0014492787886410954,0.0014492828631773589,0.0014492769259959461,0.03655697405338288,0.6278200745582581,0.031531285494565964,0.0014492786722257733,0.0014492757618427274,0.2609643042087555,0.0014492764603346586,0.0014492770424112678,0.0014492807677015662,0.0014492761110886931,237,0.0131126803793,1,4,0,4,7,7,0.0,363,1,0,42,0,0,0.0,0.03910614525139665,289,0.0,507,1948,118,2.54,0.0,10487.0
235,d8amy9f,0.0,0.044000000000000004,0.14,0.816,0.11199999999999999,0.07200000000000001,0.815,0.0,0.29600000000000004,0.7040000000000001,0.9932535109458156,0.1,0.01850203052163124,0.0007407410303130746,0.0007407411467283964,0.09543205052614212,0.0007407411467283964,0.018101530149579048,0.0007407417288050057,0.0007407420198433101,0.10881568491458893,0.0007407411467283964,0.21003933250904086,0.0009274925687350332,0.4525174498558045,0.0007407417288050057,0.09047922492027284,238,0.13601634963099998,1,0,0,1,0,0,0.0,548,1,2,0,0,0,0.0,0.0,1278,1.0,1034,1627,46,0.13,819.0,0.0
236,cahde4z,0.0,0.068,0.12,0.812,0.083,0.24,0.677,0.162,0.146,0.6920000000000001,0.9809114881245704,0.1043956043956044,0.00037243985570967203,0.0003724397683981806,0.00037244090344756836,0.2263955324888229,0.0003724405833054334,0.14053262770175934,0.0003724400303326547,0.07127053290605545,0.4682338833808899,0.0003724397683981806,0.005778907332569361,0.00037244052509777253,0.04098254069685936,0.04382643103599548,0.00037244011764414614,239,0.139151773604,1,0,0,1,0,0,0.0,1755,1,0,0,0,0,0.0,0.0,1755,1.0,2004,1574,68,0.14,851.0,0.0
237,dmpm1ps,1.0,0.193,0.11699999999999999,0.69,0.16699999999999998,0.083,0.75,0.18,0.0,0.82,0.9971163646537936,0.0698005698005698,0.0002275317528983578,0.00022753170924261207,0.0002275318111060187,0.4967825710773468,0.029008477926254276,0.0002275316801387817,0.0600358173251152,0.005944271106272936,0.009618437848985195,0.00022753211669623846,0.28612422943115234,0.035200491547584534,0.04918844997882843,0.0002275317820021883,0.02673211134970188,240,0.38890058914399994,1,6,0,1,8,8,0.375,207,0,11,8,3,3,0.0967741935483871,0.25806451612903225,644,0.04062308114920984,3384,3146,84,8.35,1257.0,29686.0
238,diyexmj,0.0,0.18100000000000002,0.0,0.8190000000000001,0.163,0.11800000000000001,0.72,0.0,0.0,1.0,0.9874516673925124,0.014705882352941175,0.002469137776643038,0.002469137776643038,0.0024691391736269,0.4811784625053406,0.0024691366124898195,0.002469142898917198,0.0024691368453204627,0.3545393645763397,0.002469138242304325,0.002469140337780118,0.0024691422004252672,0.002469141269102693,0.002469141036272049,0.1346525251865387,0.002469144994392991,241,0.149768105629,1,2,1,1,4,4,0.25,1555,0,78,7,1,1,0.038461538461538464,0.15384615384615385,330,0.12003154574132492,347,2568,84,1.45,761.0,5579.0
239,dhybik7,0.0,0.039,0.071,0.89,0.145,0.076,0.779,0.198,0.0,0.802,0.9901290725782425,0.08024691358024691,0.0009523829212412238,0.059713512659072876,0.0009523843764327466,0.0009523860062472523,0.00095238204812631,0.0009523843182250855,0.000952383561525494,0.0009523854823783039,0.561046838760376,0.0009523872868157924,0.000952386122662574,0.0009523836779408156,0.21968793869018555,0.1490754932165146,0.0009523818735033274,243,0.133504492944,1,4,0,3,6,6,0.3333333333333333,1235,0,12,33,2,2,0.014184397163120569,0.0425531914893617,808,0.004543719887420693,861,1831,85,23.17,381.0,83471.0
